,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
43,18,0,671,0.0,12.9,96,24.3,85,7,4.0,8.8,9.0,70.0,0.0
44,18,0,661,0.0,12.9,96,24.3,85,7,4.0,8.8,9.0,70.0,0.0
45,18,0,666,0.0,12.9,97,24.7,85,7,4.0,8.8,9.0,70.0,0.0
46,18,0,653,0.0,12.9,97,25.9,85,7,4.0,8.8,9.0,70.0,0.0
47,18,0,653,0.0,12.9,97,26.7,85,7,4.0,8.8,9.0,70.0,0.0
48,18,0,656,0.0,12.9,97,27.1,85,7,4.0,8.8,9.0,70.0,0.0
49,18,0,658,0.0,12.5,97,25.9,85,7,4.0,8.8,9.0,70.0,0.0
50,18,0,667,0.0,12.9,97,24.3,85,7,4.0,8.8,9.0,70.0,0.0
51,18,0,662,0.0,12.9,97,24.3,85,7,4.0,8.8,9.0,70.0,0.0
52,18,0,662,0.0,12.9,97,24.7,85,7,4.0,8.8,9.0,70.0,0.0
53,18,0,668,0.0,12.9,97,24.7,85,7,4.0,8.8,9.0,70.0,0.0
54,18,0,664,0.0,12.9,97,24.7,85,7,4.0,8.8,9.0,70.0,0.0
55,18,0,665,0.0,12.9,97,26.3,85,7,4.0,8.8,9.0,70.0,0.0
56,18,0,661,0.0,12.9,97,25.9,85,7,4.0,8.8,9.0,70.0,0.0
57,18,0,663,0.0,12.9,97,25.1,85,7,4.0,8.8,9.0,70.0,0.0
58,18,0,665,0.0,12.9,97,25.1,85,7,4.0,8.8,9.0,70.0,0.0
59,18,0,656,0.0,12.9,97,24.3,85,7,4.0,8.8,9.0,70.0,0.0
60,18,0,662,0.0,12.9,97,24.7,85,7,4.0,8.8,9.0,70.0,0.0
61,18,0,672,0.0,12.5,97,25.9,85,7,4.0,8.8,9.0,70.0,0.0
62,18,0,666,0.0,12.5,97,25.1,89,7,4.0,8.8,9.0,70.0,0.0
63,18,0,660,0.0,12.5,97,25.1,89,7,4.0,8.8,9.0,70.0,0.0
64,18,0,665,0.0,12.5,97,25.5,89,7,4.0,8.8,9.0,70.0,0.0
65,18,0,661,0.0,12.5,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
66,18,0,663,0.0,12.5,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
67,18,0,658,0.0,12.9,97,24.3,89,7,4.0,8.8,9.0,70.0,0.0
68,18,0,669,0.0,12.9,97,24.3,89,7,4.0,8.8,9.0,70.0,0.0
69,18,0,658,0.0,12.9,97,23.9,89,7,4.0,8.8,9.0,70.0,0.0
70,18,0,663,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
71,18,0,662,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
72,18,0,662,0.0,12.9,97,24.3,89,7,4.0,8.8,9.0,70.0,0.0
73,18,0,661,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
74,18,0,664,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
75,18,0,663,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
76,18,0,664,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
77,18,0,667,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
78,18,0,660,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
79,18,0,661,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
80,18,0,664,0.0,12.9,97,24.3,89,7,4.0,8.8,9.0,70.0,0.0
81,18,0,666,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
82,18,0,661,0.0,12.9,97,25.1,89,7,4.0,8.8,9.0,70.0,0.0
83,18,0,664,0.0,12.9,97,24.7,89,7,4.0,8.8,9.0,70.0,0.0
84,18,0,669,0.0,12.9,97,24.3,89,7,4.0,8.8,9.0,70.0,0.0
85,18,0,658,0.0,12.9,97,25.9,89,7,4.0,8.8,9.0,70.0,0.0
86,18,0,660,0.0,12.9,97,26.3,89,7,4.0,8.8,9.0,70.0,0.0
87,18,1,664,0.0,12.5,97,24.3,89,7,4.0,8.8,9.0,70.0,0.0
88,18,2,832,0.31,14.1,97,32.2,91,7,4.0,8.8,9.0,70.0,0.0
89,18,2,840,-0.25,14.1,98,28.2,91,7,4.0,8.8,9.0,70.0,0.0
90,18,2,905,-0.25,14.1,98,29.8,91,7,4.0,8.8,9.0,70.0,0.0
91,18,1,829,-0.46,12.9,98,24.7,91,7,4.0,8.8,9.0,70.0,0.0
92,18,1,713,-0.48,14.9,98,42.4,91,7,4.0,8.8,9.0,70.0,0.0
93,18,1,845,-0.24,13.3,98,39.6,91,7,4.0,8.8,9.0,70.0,0.0
94,18,2,1001,-0.24,31.0,98,76.5,91,7,4.0,8.8,9.0,70.0,0.0
95,18,8,1156,1.04,17.3,98,59.2,91,7,4.0,8.8,9.0,70.0,0.0
96,18,13,1827,0.96,20.4,98,64.7,94,7,4.0,8.8,9.0,70.0,0.0
97,18,19,2586,1.2,24.3,98,70.2,94,7,4.0,8.8,9.0,70.0,0.0
98,18,21,2959,1.19,20.0,98,38.4,94,7,4.0,8.8,9.0,70.0,0.0
99,18,24,2877,0.6,33.3,98,69.0,94,7,4.0,8.8,9.0,70.0,0.0
100,18,30,2257,0.79,31.4,98,90.2,96,7,4.0,8.8,9.0,70.0,0.0
101,18,34,2644,0.97,31.8,98,86.7,96,7,4.0,8.8,10.0,70.0,0.0
102,18,38,2964,1.06,46.3,98,89.8,96,7,4.0,8.8,9.0,70.0,0.0
103,18,40,2079,0.38,47.8,98,87.5,96,7,4.0,8.8,9.0,70.0,0.0
104,18,43,2031,0.52,50.6,98,90.2,96,7,4.0,8.8,9.0,70.0,0.0
105,18,43,2083,0.0,15.7,98,20.4,96,7,4.0,8.8,9.0,70.0,0.0
106,18,45,2135,0.23,25.9,98,74.1,96,7,4.0,8.8,9.0,70.0,0.0
107,18,46,2205,0.44,19.2,98,42.0,96,7,4.0,8.8,10.0,70.0,0.0
108,18,46,2242,0.0,16.5,98,23.1,96,7,4.0,8.8,11.0,70.0,0.0
109,18,45,2256,-0.19,16.1,97,20.0,96,7,4.0,8.8,11.0,70.0,0.0
110,18,45,2196,-0.24,16.5,97,22.4,94,7,4.0,8.8,13.0,70.0,0.0
111,18,45,2237,-0.24,21.2,97,53.3,94,7,4.0,8.8,12.0,70.0,0.0
112,18,46,2205,0.22,18.8,97,33.3,94,7,4.0,8.8,11.0,70.0,0.0
113,18,46,2237,0.24,20.8,97,54.9,94,7,4.0,8.8,11.0,70.0,0.0
114,18,48,2301,0.24,23.1,97,58.0,94,7,4.0,8.8,11.0,70.0,0.0
115,18,48,2291,0.0,16.5,97,22.7,94,7,4.0,8.8,11.0,70.0,0.0
116,18,46,2277,-0.25,16.5,97,22.4,93,7,4.0,8.8,11.0,70.0,0.0
117,18,45,2203,-1.14,16.5,97,23.1,93,7,4.0,8.8,11.0,70.0,0.0
118,18,38,1887,-1.37,15.7,96,22.7,93,7,4.0,8.8,11.0,70.0,0.0
119,18,37,1765,-1.19,15.3,96,22.7,93,7,4.0,8.8,11.0,70.0,0.0
120,18,36,1716,0.66,20.0,95,70.6,92,7,4.0,8.8,12.0,70.0,0.0
121,18,38,1821,0.66,22.0,95,60.0,92,7,4.0,8.8,12.0,70.0,1.0
122,18,42,1961,0.67,49.8,95,90.6,92,7,4.0,8.8,12.0,70.0,1.0
123,18,44,2110,0.71,34.9,95,91.0,92,7,4.0,8.8,12.0,70.0,1.0
124,18,46,2184,0.69,26.3,95,65.5,93,7,4.0,8.8,12.0,70.0,1.0
125,18,51,2433,0.69,21.6,94,52.2,93,7,4.0,8.8,12.0,70.0,1.0
126,18,54,2560,0.49,33.3,94,88.6,93,7,4.0,8.8,12.0,70.0,1.0
127,18,58,2767,0.96,56.9,94,89.8,93,7,4.0,8.8,8.0,70.0,1.0
128,18,61,2872,0.47,19.6,94,28.2,93,7,4.0,8.8,8.0,70.0,1.0
129,18,61,2943,0.23,21.6,94,43.5,93,7,4.0,8.8,8.0,70.0,1.0
130,18,62,2957,0.16,18.4,94,24.7,93,7,4.0,8.8,8.0,70.0,1.0
131,18,62,2984,0.0,20.4,94,34.9,93,7,4.0,8.8,8.0,70.0,1.0
132,18,63,3031,0.24,20.4,94,35.3,92,7,4.0,8.8,9.0,70.0,1.0
133,18,63,3062,-0.23,19.6,94,30.2,92,7,4.0,8.8,9.0,70.0,1.0
134,18,63,3053,0.17,20.4,94,32.5,92,7,4.0,8.8,9.0,70.0,1.0
135,18,64,3066,0.17,20.0,94,32.2,92,7,4.0,8.8,9.0,70.0,3.0
136,18,64,3058,-0.24,18.8,93,20.4,92,7,4.0,8.8,8.0,70.0,3.0
137,18,63,3018,-0.44,18.4,92,25.1,91,7,4.0,8.8,26.0,70.0,3.0
138,18,62,2979,-0.62,18.0,92,25.1,91,7,4.0,8.8,26.0,70.0,3.0
139,18,60,2882,-0.62,18.0,92,24.7,91,7,4.0,8.8,25.0,70.0,3.0
140,18,60,2813,-0.38,18.8,92,24.7,91,7,4.0,8.8,24.0,70.0,3.0
141,18,60,2865,0.11,27.1,92,71.8,92,7,4.0,8.8,22.0,70.0,4.0
142,18,62,2948,0.11,18.4,91,25.1,92,7,4.0,8.8,22.0,70.0,4.0
143,18,62,2945,0.46,21.2,91,38.8,92,7,4.0,8.8,24.0,70.0,4.0
144,18,63,2997,0.46,29.0,91,82.0,92,7,4.0,8.8,25.0,70.0,4.0
145,18,66,3136,0.46,65.1,91,90.6,92,7,4.0,8.8,25.0,70.0,4.0
146,18,66,3149,0.0,22.4,91,29.8,92,7,4.0,8.8,27.0,70.0,4.0
147,18,64,3100,-0.4,19.6,91,19.2,92,7,4.0,8.8,28.0,70.0,4.0
148,18,64,3044,-0.4,21.2,91,40.0,92,7,4.0,8.8,28.0,70.0,4.0
149,19,66,3128,0.23,45.9,91,91.4,92,7,5.6,9.6,27.0,70.0,2.0
150,19,70,3315,0.47,71.0,91,94.5,92,7,5.6,9.6,27.0,70.0,2.0
151,19,73,3562,0.94,71.4,91,96.5,92,7,5.6,9.6,27.0,70.0,2.0
152,19,74,3422,0.2,62.7,91,88.2,92,7,5.6,9.6,28.0,70.0,2.0
153,19,76,2759,0.47,62.7,91,89.8,92,7,5.6,9.6,28.0,70.0,2.0
154,19,76,2754,0.21,18.8,91,31.0,88,7,5.6,9.6,10.0,70.0,0.0
155,19,76,2752,-0.25,19.6,92,32.9,88,7,5.6,9.6,11.0,70.0,0.0
156,19,75,2742,-0.25,16.9,92,21.2,87,7,5.6,9.6,12.0,70.0,0.0
157,19,74,2696,-0.39,17.3,92,23.9,87,7,5.6,9.6,11.0,70.0,0.0
158,19,73,2653,-0.47,31.8,92,83.5,87,7,5.6,9.6,12.0,70.0,0.0
159,19,75,2697,0.5,45.5,92,83.5,87,7,5.6,9.6,14.0,70.0,0.0
160,19,78,2777,0.5,29.4,92,77.3,87,7,5.6,9.6,19.0,70.0,0.0
161,19,80,2855,0.46,63.1,92,90.2,87,7,5.6,9.6,19.0,70.0,0.0
162,19,81,2917,0.44,63.5,92,90.6,88,7,5.6,9.6,19.0,70.0,0.0
163,19,81,2946,0.18,18.8,92,30.6,88,7,5.6,9.6,19.0,70.0,0.0
164,19,81,2931,-0.23,18.8,92,27.5,88,7,5.6,9.6,19.0,70.0,0.0
165,19,80,2909,0.0,18.8,92,27.8,88,7,5.6,9.6,17.0,70.0,0.0
166,19,79,2847,-0.68,17.6,92,24.7,88,7,5.6,9.6,19.0,70.0,0.0
167,19,76,2778,-0.45,20.8,92,30.6,88,7,5.6,9.6,20.0,70.0,0.0
168,19,76,2789,-0.18,51.0,92,85.9,88,7,5.6,9.6,18.0,70.0,0.0
169,19,79,2882,0.18,60.8,92,90.2,88,7,5.6,9.6,18.0,90.0,0.0
170,19,81,2929,0.48,63.9,92,90.6,88,7,5.6,9.6,18.0,90.0,0.0
171,19,80,2926,-0.45,17.6,92,22.7,88,7,5.6,9.6,18.0,90.0,0.0
172,19,78,2849,-0.67,17.6,92,24.3,88,7,5.6,9.6,18.0,90.0,0.0
173,19,76,2795,-0.37,60.8,92,88.2,88,7,5.6,9.6,17.0,90.0,0.0
174,19,79,2831,0.44,65.9,92,89.8,87,7,5.6,9.6,16.0,90.0,0.0
175,19,79,2850,0.0,54.1,92,89.8,87,7,5.6,9.6,16.0,90.0,0.0
176,19,80,2916,0.0,69.0,92,91.0,87,7,5.6,9.6,15.0,90.0,0.0
177,19,82,2968,0.44,84.7,92,93.3,87,7,5.6,9.6,14.0,90.0,0.0
178,19,84,3032,0.36,82.4,92,93.3,85,7,5.6,9.6,14.0,90.0,0.0
179,19,85,3067,0.27,80.4,92,91.8,85,7,5.6,9.6,14.0,90.0,0.0
180,19,86,3130,0.25,75.3,92,92.2,85,7,5.6,9.6,11.0,90.0,0.0
181,19,87,3174,0.19,72.2,93,92.2,85,7,5.6,9.6,8.0,90.0,0.0
182,19,90,3235,0.22,83.9,93,96.1,85,7,5.6,9.6,8.0,90.0,0.0
183,19,91,3300,0.24,82.7,93,96.5,85,7,5.6,9.6,9.0,90.0,0.0
184,19,92,3348,0.18,80.0,94,96.1,85,7,5.6,9.6,9.0,90.0,0.0
185,19,93,3452,0.37,71.8,94,95.3,87,7,5.6,9.6,9.0,90.0,0.0
186,19,91,3434,-0.47,71.0,94,91.8,87,7,5.6,9.6,7.0,90.0,0.0
187,19,91,2615,-0.23,84.7,94,92.2,87,7,5.6,9.6,6.0,90.0,0.0
188,19,91,2613,0.0,58.0,94,88.2,88,7,5.6,9.6,5.0,90.0,0.0
189,19,91,2607,0.0,58.8,94,89.8,88,7,5.6,9.6,6.0,90.0,0.0
190,19,92,2623,0.0,85.1,94,92.2,88,7,5.6,9.6,6.0,90.0,0.0
191,19,92,2635,0.0,85.5,94,91.8,85,7,5.6,9.6,7.0,90.0,0.0
192,19,93,2647,0.0,83.5,94,91.8,85,7,5.6,9.6,10.0,90.0,0.0
193,19,93,2664,0.0,81.6,94,91.8,85,7,5.6,9.6,11.0,90.0,0.0
194,19,93,2678,0.0,81.6,94,91.8,85,7,5.6,9.6,11.0,90.0,0.0
195,19,93,2673,0.0,81.6,94,81.2,81,7,5.6,9.6,11.0,90.0,0.0
196,19,92,2645,-0.68,17.3,94,22.0,81,7,5.6,9.6,11.0,90.0,0.0
197,19,90,2579,-0.91,16.9,94,22.7,78,7,5.6,9.6,10.0,90.0,0.0
198,19,86,2448,-0.9,16.9,94,22.0,78,7,5.6,9.6,10.0,90.0,0.0
199,19,82,2426,-0.69,54.5,94,92.9,76,7,5.6,9.6,9.0,90.0,0.0
200,19,82,2372,-0.31,85.5,94,93.3,76,7,5.6,9.6,9.0,90.0,0.0
201,19,84,2401,-0.2,85.5,93,93.3,83,7,5.6,9.6,10.0,90.0,0.0
202,19,85,2414,0.2,85.5,93,93.3,83,7,5.6,9.6,10.0,90.0,0.0
203,19,85,2428,0.22,85.5,93,93.3,83,7,5.6,9.6,11.0,90.0,0.0
204,19,85,2447,0.22,85.5,93,93.3,88,7,5.6,9.6,14.0,90.0,0.0
205,19,86,2461,0.19,85.5,93,93.3,88,7,5.6,9.6,15.0,90.0,1.0
206,19,87,2475,0.0,85.5,94,93.3,88,7,5.6,9.6,17.0,90.0,1.0
207,19,87,2505,0.0,85.5,94,93.3,88,7,5.6,9.6,17.0,90.0,1.0
208,19,88,2520,0.0,85.5,94,92.9,88,7,5.6,9.6,22.0,90.0,1.0
209,19,88,2543,0.23,85.5,94,92.9,88,7,5.6,9.6,25.0,90.0,1.0
210,19,90,2563,0.19,85.5,94,92.5,88,7,5.6,9.6,40.0,90.0,4.0
211,19,90,2586,0.0,85.5,94,92.2,88,7,5.6,9.6,39.0,90.0,4.0
212,19,91,2602,0.0,85.5,94,92.2,88,7,5.6,9.6,40.0,90.0,4.0
213,19,92,2633,0.22,85.1,94,91.8,85,7,5.6,9.6,40.0,90.0,4.0
214,19,93,2644,0.0,85.5,94,91.8,85,7,5.6,9.6,41.0,90.0,4.0
215,19,93,2667,0.19,85.5,94,91.8,85,7,5.6,9.6,43.0,90.0,4.0
216,19,93,2685,0.0,85.5,94,91.4,85,7,5.6,9.6,41.0,90.0,4.0
217,19,94,2693,0.0,85.5,94,91.4,85,7,5.6,9.6,41.0,90.0,4.0
218,19,94,2719,0.24,85.5,94,91.4,85,7,5.6,9.6,41.0,90.0,4.0
219,19,96,2723,0.15,84.7,94,91.0,85,7,5.6,9.6,40.0,90.0,4.0
220,19,94,2725,-0.25,42.7,94,83.5,85,7,5.6,9.6,38.0,90.0,4.0
221,19,93,2684,-0.25,63.5,94,89.4,85,7,5.6,9.6,35.0,90.0,4.0
222,19,93,2678,-0.17,60.0,94,89.4,85,7,5.6,9.6,32.0,70.0,4.0
223,19,93,2670,-0.25,84.3,94,91.4,85,7,5.6,9.6,30.0,70.0,4.0
224,19,93,2669,-0.47,73.3,94,90.6,85,7,5.6,9.6,32.0,70.0,4.0
225,19,91,2568,-0.74,17.3,94,22.7,85,7,5.6,9.6,32.0,70.0,4.0
226,19,87,2468,-0.74,69.4,94,93.3,85,7,5.6,9.6,31.0,70.0,2.0
227,19,86,2473,-0.37,85.5,94,93.3,87,7,5.6,9.6,30.0,70.0,2.0
228,19,86,2472,0.0,85.5,94,93.3,87,7,5.6,9.6,11.0,70.0,0.0
229,19,86,2466,0.0,85.5,94,93.3,87,7,5.6,9.6,11.0,70.0,0.0
230,19,86,2461,0.0,85.5,94,93.3,87,7,5.6,9.6,10.0,70.0,0.0
231,19,86,2457,0.0,84.3,94,92.9,87,7,5.6,9.6,11.0,70.0,0.0
232,19,86,2458,0.0,84.3,94,92.9,87,7,5.6,9.6,10.0,70.0,0.0
233,19,86,2459,0.0,84.7,94,92.9,87,7,5.6,9.6,10.0,70.0,0.0
234,19,86,2458,-0.23,85.5,94,93.3,85,7,5.6,9.6,9.0,70.0,0.0
235,19,86,2460,0.0,85.5,94,93.3,85,7,5.6,9.6,8.0,70.0,0.0
236,19,86,2459,0.0,85.5,94,92.9,85,7,5.6,9.6,8.0,70.0,0.0
237,19,86,2455,0.0,85.5,94,92.9,88,7,5.6,9.6,8.0,70.0,0.0
238,19,86,2455,0.0,85.5,94,92.9,88,7,5.6,9.6,9.0,70.0,0.0
239,19,86,2447,0.0,84.3,94,92.9,88,7,5.6,9.6,9.0,70.0,0.0
240,19,86,2446,0.0,83.1,94,92.9,88,7,5.6,9.6,10.0,70.0,0.0
241,19,86,2453,-0.16,85.5,94,93.3,87,7,5.6,9.6,10.0,70.0,0.0
242,19,86,2447,-0.17,85.5,94,93.3,87,7,5.6,9.6,11.0,70.0,0.0
243,19,85,2440,-0.17,82.4,94,92.9,87,7,5.6,9.6,17.0,70.0,0.0
244,19,85,2436,-0.17,74.9,94,92.2,87,7,5.6,9.6,16.0,90.0,0.0
245,19,85,2432,0.0,85.1,94,93.3,85,7,5.6,9.6,17.0,90.0,0.0
246,19,85,2426,0.0,65.1,94,90.6,85,7,5.6,9.6,18.0,90.0,0.0
247,19,84,2417,-0.75,18.0,94,61.2,85,7,5.6,9.6,18.0,90.0,0.0
248,19,81,2338,-0.49,85.1,94,93.3,85,7,5.6,9.6,17.0,90.0,0.0
249,19,82,2347,-0.17,85.5,94,93.3,85,7,5.6,9.6,17.0,90.0,0.0
250,19,82,2344,-0.24,85.1,94,93.3,85,7,5.6,9.6,18.0,90.0,0.0
251,19,82,2347,0.0,85.1,94,93.3,85,7,5.6,9.6,16.0,90.0,0.0
252,19,81,2349,0.0,83.5,94,93.3,85,7,5.6,9.6,16.0,90.0,0.0
253,19,82,2350,0.24,85.1,94,93.3,85,7,5.6,9.6,16.0,90.0,0.0
254,19,81,2340,-0.17,85.1,94,78.8,85,7,5.6,9.6,16.0,90.0,0.0
255,19,80,2321,-0.73,29.0,94,80.4,85,7,5.6,9.6,17.0,90.0,0.0
256,19,79,2246,-0.46,63.1,94,92.5,85,7,5.6,9.6,17.0,90.0,0.0
257,19,79,2250,0.0,85.5,94,94.1,85,7,5.6,9.6,17.0,90.0,0.0
258,19,79,2242,0.0,85.5,94,94.1,85,7,5.6,9.6,16.0,90.0,0.0
259,19,79,2246,0.0,85.5,94,94.1,85,7,5.6,9.6,16.0,90.0,0.0
260,19,79,2258,0.0,85.5,94,94.1,85,7,5.6,9.6,14.0,90.0,0.0
261,19,79,2258,0.0,85.5,94,94.1,85,7,5.6,9.6,14.0,90.0,0.0
262,19,79,2259,0.0,83.1,94,93.7,85,7,5.6,9.6,14.0,90.0,0.0
263,19,79,2263,0.0,82.0,94,93.7,85,7,5.6,9.6,4.0,90.0,0.0
264,19,79,2272,0.0,81.6,94,93.7,85,7,5.6,9.6,4.0,90.0,0.0
265,19,79,2272,0.0,81.2,94,93.7,85,7,5.6,9.6,3.0,90.0,0.0
266,19,79,2279,0.0,83.9,94,93.7,85,7,5.6,9.6,2.0,90.0,0.0
267,19,79,2278,0.0,85.5,94,93.7,84,7,5.6,9.6,2.0,90.0,0.0
268,19,79,2280,0.0,85.5,94,93.7,84,7,5.6,9.6,2.0,90.0,0.0
269,19,80,2280,0.25,85.5,94,93.7,84,7,5.6,9.6,3.0,90.0,0.0
270,19,80,2297,0.24,85.5,94,93.7,84,7,5.6,9.6,3.0,90.0,0.0
271,19,81,2306,0.0,85.5,94,93.3,83,7,5.6,9.6,6.0,90.0,0.0
272,19,81,2324,-0.25,81.6,94,93.3,83,7,5.6,9.6,7.0,90.0,0.0
273,19,80,2328,-0.25,39.2,94,89.0,83,7,5.6,9.6,7.0,90.0,0.0
274,19,80,2279,-0.18,71.8,94,92.2,78,7,5.6,9.6,9.0,90.0,0.0
275,19,80,2297,0.23,85.1,94,93.3,78,7,5.6,9.6,11.0,90.0,0.0
276,19,80,2306,0.0,16.5,94,92.2,78,7,5.6,9.6,11.0,90.0,0.0
277,19,79,2268,-0.46,44.7,94,91.0,78,7,5.6,9.6,13.0,90.0,0.0
278,19,79,2257,-0.47,85.5,94,94.1,78,7,5.6,9.6,14.0,90.0,0.0
279,19,79,2263,0.16,85.5,94,94.1,78,7,5.6,9.6,14.0,90.0,0.0
280,19,80,2299,0.23,85.5,94,93.7,79,7,5.6,9.6,15.0,90.0,0.0
281,19,81,2322,0.0,84.7,94,93.3,79,7,5.6,9.6,15.0,90.0,0.0
282,19,80,2308,-0.24,83.5,94,93.3,79,7,5.6,9.6,15.0,90.0,0.0
283,19,81,2324,0.0,85.1,94,93.3,83,7,5.6,9.6,16.0,90.0,0.0
284,19,81,2359,0.0,84.3,94,91.8,83,7,5.6,9.6,15.0,90.0,0.0
285,19,82,2380,0.17,83.9,94,93.3,83,7,5.6,9.6,16.0,90.0,0.0
286,19,84,2403,0.18,85.5,94,93.3,83,7,5.6,9.6,17.0,90.0,0.0
287,19,85,2428,0.0,85.5,94,93.3,83,7,5.6,9.6,17.0,90.0,0.0
288,19,85,2445,0.0,85.5,94,93.3,83,7,5.6,9.6,17.0,90.0,0.0
289,19,86,2476,0.23,85.5,94,92.9,84,7,5.6,9.6,17.0,90.0,0.0
290,19,87,2497,0.17,85.5,94,92.9,84,7,5.6,9.6,16.0,90.0,0.0
291,19,87,2509,0.0,64.3,94,89.0,84,7,5.6,9.6,14.0,90.0,0.0
292,19,88,2530,0.0,80.4,94,91.8,87,7,5.6,9.6,12.0,90.0,0.0
293,19,88,2549,0.0,85.1,94,92.2,87,7,5.6,9.6,12.0,90.0,0.0
294,19,90,2567,0.24,85.1,94,92.2,91,7,5.6,9.6,9.0,90.0,0.0
295,19,90,2579,0.0,82.7,94,91.8,91,7,5.6,9.6,7.0,90.0,0.0
