,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,system_voltage,distance_travelled,engine_load_value,latitude,longitude,altitude,id_vehicle,heart_rate,body_temperature,id_driver,current_weather,has_precipitation,is_day_time,temperature,wind_speed,wind_direction,relative_humidity,visibility,uv_index,cloud_cover,ceiling,pressure,precipitation,accidents_onsite,design_speed,accidents_time
13,15,0.0,602.0,0.0,12.5,93.0,13.1,0.0,23.5,-0.298014,-78.460444,2493.0,2,73.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
14,15,0.0,604.0,0.0,12.5,93.0,13.2,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
15,15,0.0,606.0,0.0,12.5,93.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
16,15,0.0,609.0,0.0,12.5,93.0,13.5,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
17,15,0.0,612.0,0.0,12.5,93.0,13.6,0.0,23.5,-0.298186,-78.460564,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,11.0,70.0,0.0
18,15,0.0,602.0,0.0,12.5,93.0,13.2,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
19,15,0.0,616.0,0.0,12.5,93.0,13.5,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
20,15,0.0,617.0,0.0,12.5,93.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
21,15,0.0,613.0,0.0,12.5,93.0,13.4,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
22,15,0.0,591.0,0.0,12.5,93.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
23,15,0.0,593.0,0.0,12.5,93.0,13.2,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
24,15,0.0,605.0,0.0,12.5,93.0,13.3,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
25,15,0.0,611.0,0.0,12.5,93.0,13.3,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
26,15,0.0,602.0,0.0,12.5,93.0,13.4,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
27,15,0.0,600.0,0.0,12.5,93.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
28,15,0.0,612.0,0.0,12.5,93.0,13.4,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
29,15,0.0,589.0,0.0,12.5,93.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
30,15,0.0,596.0,0.0,12.5,94.0,13.5,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
31,15,0.0,597.0,0.0,12.5,94.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
32,15,0.0,594.0,0.0,12.5,94.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
33,15,0.0,593.0,0.0,12.5,94.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
34,15,0.0,594.0,0.0,12.5,94.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
35,15,0.0,585.0,0.0,12.5,94.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
36,15,0.0,617.0,0.0,12.5,94.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
37,15,0.0,603.0,0.0,12.5,94.0,13.4,0.0,23.1,-0.298159,-78.460571,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,10.0,70.0,0.0
38,15,0.0,606.0,0.0,12.9,94.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
39,15,0.0,613.0,0.0,12.5,94.0,13.3,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
40,15,0.0,594.0,0.0,12.5,95.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
41,15,0.0,598.0,0.0,12.9,95.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
42,15,0.0,623.0,0.0,12.5,95.0,13.0,0.0,23.9,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
43,15,0.0,622.0,0.0,12.5,95.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
44,15,0.0,607.0,0.0,12.5,95.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
45,15,0.0,592.0,0.0,12.5,95.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
46,15,0.0,609.0,0.0,12.9,95.0,13.5,0.0,23.9,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
47,15,0.0,618.0,0.0,12.5,95.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
48,15,0.0,594.0,0.0,12.5,95.0,13.3,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
49,15,0.0,616.0,0.0,12.5,95.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
50,15,0.0,600.0,0.0,12.5,95.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
51,15,0.0,612.0,0.0,12.5,95.0,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
52,15,0.0,596.0,0.0,13.7,95.0,13.6,0.0,30.2,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
53,15,0.0,593.0,0.0,12.5,95.0,12.2,0.0,27.1,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
54,15,0.0,592.0,0.0,12.9,95.0,12.3,0.0,25.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
55,15,0.0,594.0,0.0,12.9,95.0,12.3,0.0,25.9,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
56,15,0.0,595.0,0.0,12.9,95.0,12.3,0.0,25.9,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
57,15,0.0,592.0,0.0,12.9,95.0,12.3,0.0,26.3,-0.298161,-78.460571,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,10.0,70.0,0.0
58,15,0.0,598.0,0.0,12.9,95.0,12.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
59,15,0.0,599.0,0.0,12.9,95.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
60,15,0.0,597.0,0.0,12.9,95.0,12.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
61,15,0.0,600.0,0.0,12.9,96.0,12.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
62,15,0.0,599.0,0.0,12.9,96.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
63,15,0.0,596.0,0.0,12.9,96.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
64,15,0.0,592.0,0.0,12.9,96.0,12.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
65,15,0.0,601.0,0.0,12.9,95.0,12.3,0.0,26.3,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
66,15,0.0,597.0,0.0,12.9,95.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
67,15,0.0,596.0,0.0,12.9,95.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
68,15,0.0,600.0,0.0,12.9,95.0,12.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
69,15,0.0,599.0,0.0,12.9,94.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
70,15,0.0,598.0,0.0,12.9,93.0,12.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
71,15,0.0,594.0,0.0,12.9,93.0,12.2,0.0,26.3,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
72,15,0.0,600.0,0.0,12.9,93.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
73,15,0.0,595.0,0.0,12.9,93.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
74,15,0.0,597.0,0.0,12.9,92.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
75,15,0.0,599.0,0.0,12.9,92.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
76,15,0.0,599.0,0.0,12.9,91.0,12.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
77,15,0.0,598.0,0.0,12.9,91.0,12.4,0.0,26.3,-0.298079,-78.460595,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
78,15,0.0,599.0,0.0,12.9,90.0,12.5,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
79,15,0.0,596.0,0.0,12.9,90.0,12.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
80,15,0.0,600.0,0.0,12.9,90.0,12.3,0.0,26.3,-0.298014,-78.460444,2493.0,2,82.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
81,15,0.0,598.0,0.0,12.9,90.0,12.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,82.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
82,15,0.0,605.0,0.0,12.9,90.0,13.1,0.0,26.7,-0.298014,-78.460444,2493.0,2,82.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
83,15,0.0,610.0,0.0,12.9,90.0,13.4,0.0,26.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
84,15,0.0,621.0,0.0,12.9,90.0,13.2,0.0,25.1,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
85,15,0.0,592.0,0.0,12.5,89.0,13.4,0.0,24.3,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
86,15,0.0,593.0,0.0,12.9,89.0,13.0,0.0,23.9,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
87,15,0.0,610.0,0.0,12.9,89.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
88,15,0.0,609.0,0.0,12.5,88.0,13.4,0.0,23.9,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
89,15,0.0,599.0,0.0,12.5,88.0,13.2,0.0,23.5,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
90,15,0.0,602.0,0.0,12.9,88.0,13.4,0.0,23.5,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
91,15,0.0,620.0,0.0,12.5,88.0,13.6,0.0,23.9,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
92,15,0.0,595.0,0.0,12.5,88.0,13.4,0.0,23.9,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
93,15,0.0,613.0,0.0,12.5,88.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
94,15,0.0,592.0,0.0,12.5,87.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,79.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
95,15,0.0,589.0,0.0,12.5,87.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
96,15,0.0,600.0,0.0,12.5,87.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
97,15,0.0,590.0,0.0,12.5,87.0,13.4,0.0,23.5,-0.298171,-78.460617,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,10.0,70.0,0.0
98,15,0.0,597.0,0.0,12.5,87.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
99,15,0.0,618.0,0.0,12.5,87.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
100,15,0.0,614.0,0.0,12.5,87.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
101,15,0.0,589.0,0.0,12.5,87.0,13.1,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
102,15,0.0,621.0,0.0,12.5,87.0,13.4,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
103,15,0.0,597.0,0.0,12.5,87.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
104,15,0.0,621.0,0.0,12.5,87.0,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,76.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
105,15,0.0,608.0,0.0,12.5,87.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,73.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
106,15,0.0,589.0,0.0,12.9,87.0,13.4,0.0,23.5,-0.298014,-78.460444,2493.0,2,73.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
107,15,0.0,617.0,0.0,12.5,87.0,13.0,0.0,23.5,-0.298014,-78.460444,2493.0,2,73.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
108,15,0.0,591.0,0.0,12.5,88.0,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,73.0,31.0,2,7,0,1,16.6,7.0,338.0,79.0,6.4,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
